id	word	action	reason	evidence	finalExample	finalExampleCn
word_gt10500_10339	janitor	repair	space_before_punctuation,obvious_translation_mismatch,manual-priority-review	现有中文例句、本地词条字段及人工语义复核	The janitor cleans the office after everyone leaves.	所有人离开后，管理员会打扫办公室。
word_gt10500_10394	deodorant	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	I bought a travel-size deodorant for my bag.	我忘了往健身包里放除臭剂。
word_gt10500_10438	headlamp	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The car's headlamp needs replacing because it is broken.	汽车前灯坏了，需要更换。
word_gt10500_10455	imprint	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The seal left an imprint of the company logo on the wax.	印章在蜡上留下了公司标志的印记。
word_gt10500_10459	injector	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The vet used a special injector to administer the vaccine to the dog.	兽医用了专用注射器给狗注射疫苗。
word_gt10500_10466	judiciary	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The judiciary ensures that everyone is treated fairly under.	司法系统确保每个人在法律面前都得到公平对待。
word_gt10500_10486	mailbox	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Our mailbox was damaged by the storm, so we need to install a bag.	今天早上我在邮箱里发现了一个没有邮票的包裹。
word_listening1179_1953403821cf	sleeplessness	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Sleeplessness can affect your concentration during.	失眠会影响白天的注意力。
word_listening1179_f5c46d70e8a3	greasy	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The mechanic's hands were greasy after fixing.	修理工修车后双手油腻。
word_listening1179_154605f08848	skylight	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The skylight lets in natural light during.	天窗在白天引入自然光。
word_listening1179_d115d52fc87b	promenade	repair	human-semantic-followup	现有完整中文例句与人工语义复核	We walked along the promenade by the sea.	我们沿着海滨步行道散步。
word_listening1179_6c5bcc35ba84	grieve	repair	human-semantic-followup	现有完整中文例句与人工语义复核	She took time to grieve after the loss of her pet.	失去宠物后，她花了一段时间来悲伤。
word_listening1179_312a55cc563f	entice	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The special offer might entice customers.	特价优惠可能会吸引顾客购买。
word_listening1179_e2ca649381f8	awning	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	We sat under the awning to stay out of the sun.	我们坐在遮阳篷下躲避阳光。
word_listening1179_611100300c8f	blinds	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Please close the blinds to block out.	请关上百叶窗遮挡阳光。
word_listening1179_b408b2042c56	earbud	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	I use earbuds to listen to music on the bus.	我在公交车上使用入耳式耳机听音乐。
word_listening1179_8a4212d7f41c	intuitive	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The interface is very intuitive.	这个界面使用起来非常直观。
word_listening1179_bd79c94dd328	clothesline	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Hang the washing on the clothesline to dry in the sun.	把洗好的衣服挂在晾衣绳上在太阳下晒干。
word_listening1179_c0f04252292d	stroller	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Please fold the stroller before boarding.	上巴士前请折叠婴儿推车。
word_listening1179_5e60ff5ac0ec	heading	repair	unfinished_example	现有中文例句、本地词条字段及人工语义复核	The heading of this section is 'Introduction'.	这一节的标题是'引言'。
word_listening1179_16f78a7d6317	username	repair	human-semantic-followup	现有完整中文例句与人工语义复核	Enter your username and password to log in.	输入你的用户名和密码登录。
word_listening1179_3bc0d44a5271	apostrophe	repair	unfinished_example	现有中文例句、本地词条字段及人工语义复核	The apostrophe is used in contractions like 'don't'.	撇号用于像'don't'这样的缩写中。
word_listening1179_bd9f38aee15d	sledge	repair	human-semantic-followup	现有完整中文例句与人工语义复核	They transported supplies by sledge across the ice.	他们用雪橇穿越冰面运送物资。
word_listening1179_cf310c20ffdf	spasm	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He had a sudden muscle spasm in the leg.	他腿部突然肌肉痉挛。
word_listening1179_d234e19392c5	sinew	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He pulled a sinew in the leg.	他拉伤了腿上的肌腱。
word_listening1179_52b8ead45382	sporadically	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The rain fell sporadically throughout.	全天零星地下着雨。
word_listening1179_73ee841a0017	requisite	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	You must have the requisite skills for the job.	你必须具备这份工作所需的技能。
word_listening1179_5251d7992361	cork	repair	human-semantic-followup	现有完整中文例句与人工语义复核	He pulled the cork out of the wine bottle with a pop.	他砰地一声拔出了酒瓶的软木塞。
word_listening1179_1d91a111ed50	headboard	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The headboard was made.	床头板是用橡木做的。
word_listening1179_412651b2944c	tollbooth	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	We stopped at the tollbooth to pay.	我们在收费站停下来付款。
word_excel_ee9c1331c074	animals	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The children love to see animals at the zoo.	孩子们喜欢在动物园看动物。
word_excel_07a0b0962107	references	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He gave me three references for the job.	他给我提供了三封介绍信用于这份工作。
word_excel_7f14eadc8060	birds	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The birds fly high in the sky.	鸟儿在天空中高飞。
word_excel_3be1d422a460	pets	repair	human-semantic-followup	现有完整中文例句与人工语义复核	My pets are a cat and a dog.	我的宠物是一只猫和一只狗。
word_excel_7a3b3573cac2	gates	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The gates open at 8.	大门早上8点开放。
word_excel_15fa97b5a488	clouds	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The clouds are moving slowly across the sky.	云朵正在天空中缓慢移动。
word_excel_846d124b6785	flowers	repair	human-semantic-followup	现有完整中文例句与人工语义复核	She bought some flowers for her mother.	她为妈妈买了一些花。
word_excel_df7e865c6f57	sorting	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The sorting of books by genre makes the library easier.	按类型对书籍进行分类使图书馆更容易使用。
word_excel_f50871d14c19	positions	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The positions of the trees are marked on the map.	这些树的位置在地图上标了出来。
word_excel_df384ae97c77	payments	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He makes monthly payments for the car.	他每月支付汽车费用。
word_excel_c9b5fcdd1003	hearts	repair	human-semantic-followup	现有完整中文例句与人工语义复核	He gave her a red heart on Valentine's Day.	他在情人节送给她一颗红心。
word_excel_1e0584a25d9f	header	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The header shows the page number at the top.	标头在页面顶部显示页码。
word_excel_5bc5f7d10c70	spoons	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He put three spoons of sugar in the tea.	他在茶里放了三勺糖。
word_excel_9a5b19d243c3	unequal	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The two teams have unequal chances.	这两支队伍获胜的机会不平等。
word_excel_5d76e2a2f7fd	whitened	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The whitened bones lay in the sun.	变白的骨头躺在阳光下。
word_excel_13d4b0ab5278	innate	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Babies have an innate ability.	婴儿生来就有哭泣的能力。
word_excel_348f71b67f2d	promoted	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The company promoted the new product.	这家公司通过电视宣传了新产品。
word_excel_ed574aa71eb8	workers	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The workers finished their shift at 6.	工人们在下午六点完成了他们的班次。
word_excel_364f583eec28	particles	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The scientist studied tiny particles in the air.	科学家研究了空气中的微小粒子。
word_excel_238fa28a9497	instructions	repair	human-semantic-followup	现有完整中文例句与人工语义复核	Follow the instructions on the box.	按照盒子上的指令操作。
word_excel_29bb30173411	cot	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The baby sleeps in a cot beside.	婴儿睡在床边的婴儿床里。
word_excel_be8a8a2b7448	qualifications	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He showed his qualifications for the job.	他展示了自己胜任这份工作的资格。
word_excel_2ac123112ceb	nets	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The fisherman mended his nets by the sea.	渔夫在海边修补他的网。
word_excel_557229739595	overlooking	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The hotel room is overlooking.	这间酒店房间俯瞰着大海。
word_excel_6b545062fa2d	sailors	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The sailors sailed the boat across the sea.	水手们把船驶过了大海。
word_excel_7af0b3e47c35	variables	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The equation has two variables, x.	这个方程有两个变量，x 和 y。
word_excel_5dd40cfcfbba	travellers	repair	unfinished_example	现有中文例句、本地词条字段及人工语义复核	Travellers carry maps to find their destination.	旅行者带着地图找路。
word_excel_5afc47efb471	falcons	repair	human-semantic-followup	现有完整中文例句与人工语义复核	Falcons fly high in the sky.	猎鹰在天空中高飞。
word_excel_d33ed261e8aa	revolves	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The Earth revolves around.	地球围绕太阳旋转。
word_excel_3031be2980f2	counterparts	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The Chinese version has counterparts in the United States.	中文版本在美国有对应物。
word_excel_6c1aa50442a9	replaced	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The old phone was replaced by a new one.	旧手机被新手机代替了。
word_excel_aa463bda3b05	melting	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The ice is melting in the sun.	冰在阳光下融化。
word_excel_f146172c0036	meals	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	We eat three meals.	我们一天吃三餐。
word_excel_0e714fd92f75	tides	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The tides rise and fall twice.	潮汐每天涨落两次。
word_excel_728700537c00	reminding	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	She is reminding him to call.	她正在提醒他给妈妈打电话。
word_excel_cb9e4598c678	instinctive	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The cat made an instinctive jump to avoid.	猫本能地跳开以躲避狗。
word_excel_813cf1ca6462	dynasty	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The Tang dynasty was famous for its poetry.	唐朝以诗歌和艺术而闻名。
word_excel_0791d7813900	camps	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The two camps argued loudly about the new law.	两个阵营就新法律激烈争论。
word_excel_79c6702755c6	hardy	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He is a hardy farmer who works in the field.	他是一个能吃苦耐劳的农民，整天在田里干活。
word_excel_62b8fea85bcf	isles	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The misty isles lie far out in the sea.	那朦胧的岛屿位于大海深处。
word_excel_3a5ec876512e	haunting	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The haunting melody stayed in my mind.	那萦绕心头的旋律在我脑海中盘旋了一整天。
word_excel_c6c331958744	injected	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The nurse injected medicine into.	护士给他手臂注射了药物。
word_excel_10c3a47df608	navigators	repair	unfinished_example	现有中文例句、本地词条字段及人工语义复核	The navigators used stars to find their destination.	航海者用星星来确定方向。
word_excel_22a6789f2fa7	spooned	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He spooned sugar into.	他用勺子把糖舀进茶里。
word_excel_37f89ff07ccf	overbearing	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	His overbearing boss always tells him what.	他专横的老板总是告诉他该做什么。
word_excel_2a21fe6d592a	big	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He is a big.	他现在是个大男孩了。
word_excel_54f59770fe61	fungi	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The bread has fungi growing.	面包上长了霉菌。
word_excel_ba11bd90a30b	supersede	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The new law will supersede the new law.	新法律将取代旧法律。
word_excel_03eebe667e1f	paralyse	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The snake bite paralyse.	蛇咬使他的手臂麻痹。
word_excel_cd1dcf6cff0f	unduly	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He was unduly harsh on the son.	他对儿子过于严厉。
word_excel_a744d93f2c6e	plymouth	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He lives in Plymouth near.	他住在靠近海边的普利茅斯。
word_excel_5633c9b8af6d	octopus	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The octopus swims quickly in the sea.	章鱼在海里游得很快。
word_excel_2379423ab101	domineering	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The domineering boss always tells others what.	这位专横的老板总是告诉别人该做什么。
word_excel_c7a7af686a52	resplendently	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The sun shone resplendently over.	太阳耀眼地照耀在海面上。
word_excel_9a82cf445792	smelting	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The factory uses smelting to extract metal from ore.	工厂使用熔炼从矿石中提取金属。
word_excel_48bff9867f00	unthinkable	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	It is unthinkable to leave a child alone in the car.	把孩子单独留在车里是难以想象的。
word_excel_d3c99f948973	tantalising	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The tantalising smell of fresh bread made her desperate.	新鲜面包诱人的香味让她急不可耐。
word_excel_1923333d8c90	niggle	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He made a niggle about the coffee being.	他抱怨咖啡太烫了。
word_excel_1b16b1df538b	n	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Nitrogen is a gas, and its symbol.	氮是一种气体，它的符号是n。
word_excel_e6177dca7ab6	megafauna	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The ancient megafauna lived in the coast.	古代的巨型动物生活在冰河时代。
word_excel_ad418e525189	earworms	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	That pop song became an earworm and played in my head.	那首流行歌曲成了耳虫，一整天在我脑海中回响。
word_excel_b4a4d44648cd	indicates	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The red light indicates that the machine.	红灯表明机器正在运行。
word_excel_eb2bf38bf7cc	biorobotics	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He is researching biorobotics at the laboratory.	他正在实验室研究生物机器人学。
word_excel_4aae715e4fb9	neff	delete	source-noise	未在本地剑雅G类10-21语料中发现；释义eff无中文且不具通用学习价值		
word_excel_e3f80578c2b2	navigational	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The ship uses navigational tools to find.	这艘船使用航行工具来确定方向。
word_excel_c68943be5eee	montana	repair	human-semantic-followup	现有完整中文例句与人工语义复核	He lives in Montana with his dog.	他和狗住在蒙大拿。
word_excel_f1af8d890750	churchill	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Winston Churchill was a prominent British statesman during World.	温斯顿·丘吉尔是二战期间英国杰出的政治家。
word_excel_2e0b8d61fa2a	jeff	repair	human-semantic-followup	现有完整中文例句与人工语义复核	Jeff is a common name for a man.	杰夫是一个常见的男子名。
word_excel_804f51f71254	newer	repair	human-semantic-followup	现有完整中文例句与人工语义复核	This phone is newer than my old one.	这部手机比我的旧手机更新。
word_excel_6967eaa98e11	seabird	repair	human-semantic-followup	现有完整中文例句与人工语义复核	A seabird followed the boat across the bay.	一只海鸟跟着船穿过海湾。
word_excel_2c8c4f00dee0	gibson	repair	human-semantic-followup	现有完整中文例句与人工语义复核	He ordered a Gibson at the bar.	他在酒吧点了一杯吉布森。
word_excel_467ae055376b	varies	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The weather varies from day to day.	天气每天都在变化。
word_excel_1bcbce780ddd	twenty-four	repair	human-semantic-followup	现有完整中文例句与人工语义复核	There are twenty-four hours in a day.	一天有二十四小时。
word_excel_ac3164d59c69	twenty-five	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Twenty-five are waiting for the bus.	二十五个人在等公交车。
word_excel_1a2516bbaf9c	ninety-nine	repair	human-semantic-followup	现有完整中文例句与人工语义复核	He has ninety-nine problems, but a girl is not one of them.	他有九十九个问题，但一个女孩不是其中之一。
word_excel_3fc7c96a56b6	approx	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He arrived approx at 5.	他大约在下午五点到达。
