priority	id	word	categories	disposition	evidence
P2	word_c764e8c432be	tab	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	标签；账单 | meaningDetailedZh为空 | “tab”常见含义为：标签；账单。
P2	word_a78ef0a05a15	conformity	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed	defer	符合，一致 | meaningDetailedZh为空
P2	word_4f4b952e74b7	undo	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	撤销；解开 | meaningDetailedZh为空 | “undo”常见含义为：撤销；解开。
P1	word_b2743563f572	goddess	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	女神 | meaningDetailedZh为空 | “goddess”常见含义为：女神。
P2	word_2323751ba855	stalk	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	跟踪；潜行 | meaningDetailedZh为空 | “stalk”常见含义为：跟踪；潜行。
P2	word_0cec234db6d1	intimidate	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	恐吓，威胁 | meaningDetailedZh为空 | “intimidate”常见含义为：恐吓，威胁。
P2	word_55863075bfdc	verge	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	边缘；临界 | meaningDetailedZh为空 | “verge”常见含义为：边缘；临界。
P2	word_fcce066c2661	plague	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	瘟疫；困扰 | 同骨架出现4次
P2	word_f2a34421ceb0	bipartisan	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	两党支持的 | meaningDetailedZh为空 | “bipartisan”常见含义为：两党支持的。
P2	word_ecbc07f96972	batch	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	一批，一批次 | meaningDetailedZh为空 | “batch”常见含义为：一批，一批次。
P2	word_132c422ff6cc	lace	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	蕾丝；系鞋带 | meaningDetailedZh为空 | “lace”常见含义为：蕾丝；系鞋带。
P2	word_5a682033161d	deter	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	阻止，威慑 | 同骨架出现83次
P2	word_a20d688f3ddd	privatization	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	私有化 | meaningDetailedZh为空 | “privatization”常见含义为：私有化。
P2	word_581f040db45c	messy	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	凌乱的；麻烦的 | meaningDetailedZh为空 | “messy”常见含义为：凌乱的；麻烦的。
P2	word_af9989342851	smoker	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	吸烟者 | meaningDetailedZh为空 | “smoker”常见含义为：吸烟者。
P1	word_5cf69a45f73c	catastrophe	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	灾难
P2	word_4c705eb63265	withhold	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,target_absent_after_morphology,duplicate_template_example	defer	扣留；隐瞒 | meaningDetailedZh为空 | “withhold”常见含义为：扣留；隐瞒。 | 词形归一化后仍未命中；本轮不自动重写
P2	word_2b203daf642c	unpredictable	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	不可预测的 | 同骨架出现35次
P2	word_dec0fe161c59	ivory	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	象牙；象牙色 | meaningDetailedZh为空 | “ivory”常见含义为：象牙；象牙色。
P2	word_3604607219be	embryo	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses	defer	胚胎；萌芽 | meaningDetailedZh为空 | “embryo”常见含义为：胚胎；萌芽。
P2	word_8e14837379e0	coincide	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	同时发生
P2	word_b4a197eb0b38	transcend	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	超越，胜过
P2	word_75582af35fec	lucrative	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	有利可图的 | meaningDetailedZh为空 | “lucrative”常见含义为：有利可图的。
P2	word_bad6bd085a59	decorative	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	装饰性的 | meaningDetailedZh为空 | “decorative”常见含义为：装饰性的。
P2	word_67c2a6bff7c8	rag	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	破布；抹布 | meaningDetailedZh为空 | “rag”常见含义为：破布；抹布。
P2	word_9e05ba600f57	stall	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	摊位；货摊 | meaningDetailedZh为空 | “stall”常见含义为：摊位；货摊。
P2	word_b3435c01b4c8	detention	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	拘留；滞留 | meaningDetailedZh为空 | “detention”常见含义为：拘留；滞留。
P2	word_6ed4b3df0e01	liar	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	说谎者 | meaningDetailedZh为空 | “liar”常见含义为：说谎者。
P2	word_1475d9877006	homosexuality	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	同性恋
P2	word_e60d9cd8f7a0	southeastern	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	东南的 | meaningDetailedZh为空 | “southeastern”常见含义为：东南的。
P2	word_3f48239ca1ba	pact	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	协定；条约 | meaningDetailedZh为空 | “pact”常见含义为：协定；条约。
P2	word_ffcd0ca5e156	elicit	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,target_absent_after_morphology,duplicate_template_example	defer	引出；诱出 | meaningDetailedZh为空 | “elicit”常见含义为：引出；诱出。 | 词形归一化后仍未命中；本轮不自动重写
P2	word_3e76daf23aa2	vest	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	背心；马甲 | meaningDetailedZh为空 | “vest”常见含义为：背心；马甲。
P2	word_92e1bc1e32c8	fascination	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	魅力；着迷 | meaningDetailedZh为空 | “fascination”常见含义为：魅力；着迷。
P2	word_f9e2c50eeb29	bust	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	半身像；胸围；破产 | meaningDetailedZh为空 | “bust”常见含义为：半身像；胸围；破产。
P2	word_ea77e48ee401	contender	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	竞争者；候选人 | meaningDetailedZh为空 | “contender”常见含义为：竞争者；候选人。
P2	word_81b2ad273576	bolster	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses	defer	支撑；加强 | meaningDetailedZh为空 | “bolster”常见含义为：支撑；加强。
P2	word_e6b5b3890fbc	hull	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,duplicate_template_example	defer	船体；外壳 | meaningDetailedZh为空 | “hull”常见含义为：船体；外壳。
P2	word_fffbda26611f	disrespectful	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed	defer	失礼的，无礼的 | meaningDetailedZh为空
P2	word_3485a8d5b466	splash	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	溅；泼 | meaningDetailedZh为空 | “splash”常见含义为：溅；泼。
P2	word_72c30a68cff3	prestige	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	声望，威望 | 同骨架出现16次
P2	word_cc509a0c0f66	elevation	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	提升；高度 | meaningDetailedZh为空 | “elevation”常见含义为：提升；高度。
P1	word_127abc8a6f92	backdrop	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	背景 | meaningDetailedZh为空 | “backdrop”常见含义为：背景。
P2	word_510041f3e1cf	loved	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	被爱着的 | meaningDetailedZh为空 | “loved”常见含义为：被爱着的。
P2	word_7656bac8c0dc	vibrant	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	充满活力的；鲜艳的 | 同骨架出现37次
P2	word_0091849da6e5	poetic	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,duplicate_template_example	defer	诗意的；优美的 | meaningDetailedZh为空 | “poetic”常见含义为：诗意的；优美的。
P2	word_8ff3fcce6350	interrogation	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	审问；盘问 | meaningDetailedZh为空 | “interrogation”常见含义为：审问；盘问。
P2	word_3f84e0ff6ae9	sensibility	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	敏感性；感知力 | 同骨架出现4次
P2	word_36e0f5da4cf7	reformer	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	改革者 | meaningDetailedZh为空 | “reformer”常见含义为：改革者。
P2	word_8864d5aa0176	shooter	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	射手；枪手 | meaningDetailedZh为空 | “shooter”常见含义为：射手；枪手。
P2	word_4e63d077c3b4	score	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	分数；得分
P2	word_b2f21085d5be	unveil	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	揭幕；揭露
P2	word_ff1efaef4745	imminent	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	即将发生的 | meaningDetailedZh为空 | “imminent”常见含义为：即将发生的。
P2	word_099054beb1d1	alpha	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses	defer	首要的；最初的 | meaningDetailedZh为空 | “alpha”常见含义为：首要的；最初的。
P2	word_2af42a30663d	foil	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	箔；衬托物 | meaningDetailedZh为空 | “foil”常见含义为：箔；衬托物。
P2	word_57ec09f57a4c	uncommon	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	罕见的
P2	word_deab679dbb2d	rude	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	粗鲁的
P2	word_9efa66815eca	recreate	definition_chinese_only,missing_meaning_detailed	defer	t. 再现，再创造 | meaningDetailedZh为空
P2	word_82c1b6e016ed	amusement	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	娱乐；乐趣 | 同骨架出现11次
P2	word_5108bad36a11	anthropology	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	人类学 | 同骨架出现7次
P2	word_5ce0a773d0c1	deepen	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	加深；变深 | meaningDetailedZh为空 | “deepen”常见含义为：加深；变深。
P2	word_828925517076	curb	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	抑制；路边 | meaningDetailedZh为空 | “curb”常见含义为：抑制；路边。
P2	word_b949408606a0	composite	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses	defer	合成的；复合材料 | meaningDetailedZh为空 | “composite”常见含义为：合成的；复合材料。
P2	word_7c6f08d7ed7f	crouch	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	蹲下；蜷伏 | meaningDetailedZh为空 | “crouch”常见含义为：蹲下；蜷伏。
P2	word_d8381a0199ee	conquer	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	征服；克服
P2	word_b82655d70a36	endure	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	忍受；持久 | meaningDetailedZh为空 | 同骨架出现5次
P2	word_3eb9fe8b6696	dictator	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	独裁者
P1	word_363895b9c6fb	inhale	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	吸入 | meaningDetailedZh为空 | “inhale”常见含义为：吸入。
P2	word_46d76f8a76fc	interestingly	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	有趣的是
P2	word_9626eb2c7872	genetically	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	基因地；遗传地 | meaningDetailedZh为空 | “genetically”常见含义为：基因地；遗传地。
P2	word_2ec3bb17df1c	regularity	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,multi_meaning_without_structured_senses	defer	规律性，规则性；整齐，匀称 | meaningDetailedZh为空
P1	word_7f8cb2a2caf4	width	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	宽度 | meaningDetailedZh为空 | “width”常见含义为：宽度。
P2	word_dfe5f8ee05e4	therapeutic	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	治疗的；有益健康的 | meaningDetailedZh为空 | “therapeutic”常见含义为：治疗的；有益健康的。
P2	word_e51c1bc1183d	fetch	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	取来；接来 | meaningDetailedZh为空 | “fetch”常见含义为：取来；接来。
P1	word_72a9abad11f5	greed	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	贪婪
P2	word_a8d6550154fa	circular	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	圆形的；循环的；通知
P2	word_80a34bc91c0b	siren	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	警报器；汽笛 | meaningDetailedZh为空 | “siren”常见含义为：警报器；汽笛。
P2	word_1aee2c9d2bbd	weary	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	疲倦的；厌倦的 | meaningDetailedZh为空 | “weary”常见含义为：疲倦的；厌倦的。
P2	word_0ee69cb1d31d	complement	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	补充，补足
P2	word_bbb3454f5876	fastest	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	最快的 | meaningDetailedZh为空 | “fastest”常见含义为：最快的。
P2	word_b94060c424a7	referendum	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	全民公投
P2	word_cfba004e5634	millionaire	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	百万富翁 | 同骨架出现7次
P1	word_5267f98e3bc5	hillside	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	山坡 | meaningDetailedZh为空 | “hillside”常见含义为：山坡。
P2	word_03d25f62ff91	paradox	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	悖论；矛盾
P2	word_7f7f1f064a54	lush	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	茂盛的；郁郁葱葱的 | meaningDetailedZh为空 | “lush”常见含义为：茂盛的；郁郁葱葱的。
P2	word_6b5ef3ec2159	scarce	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	稀缺的；不足的 | 同骨架出现15次
P2	word_876254df8600	siege	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses	defer	包围；围攻 | meaningDetailedZh为空 | “siege”常见含义为：包围；围攻。
P2	word_c4100ac1d022	pervasive	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	普遍的；渗透的 | meaningDetailedZh为空 | “pervasive”常见含义为：普遍的；渗透的。
P2	word_ef02c90fdcbc	territorial	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses	defer	领土的；区域的 | meaningDetailedZh为空 | “territorial”常见含义为：领土的；区域的。
P2	word_307b1f934ab0	strangely	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	奇怪地；异常地 | meaningDetailedZh为空 | “strangely”常见含义为：奇怪地；异常地。
P2	word_33ec89229232	strategist	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	战略家，策略家 | meaningDetailedZh为空 | “strategist”常见含义为：战略家，策略家。
P2	word_3f3a41256046	marsh	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	沼泽，湿地 | meaningDetailedZh为空 | “marsh”常见含义为：沼泽，湿地。
P2	word_9081cfa19410	preside	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	主持，负责 | meaningDetailedZh为空 | “preside”常见含义为：主持，负责。
P2	word_bbdbedb46cfa	displace	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	取代，使离开
P2	word_b02369315b85	discriminate	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	歧视，区别对待 | meaningDetailedZh为空 | “discriminate”常见含义为：歧视，区别对待。
P2	word_a2140c674001	solitary	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	独自的，孤独的 | meaningDetailedZh为空 | “solitary”常见含义为：独自的，孤独的。
P2	word_15b6e849a104	homosexual	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	同性恋的；同性恋者
P2	word_86ea21c39252	multicultural	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	多元文化的 | 同骨架出现5次
P2	word_d538f8db0473	casually	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	随意地 | meaningDetailedZh为空 | “casually”常见含义为：随意地。
P2	word_fc5ffbf2c49a	polar	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	极地的，两极的；对立的 | meaningDetailedZh为空 | “polar”常见含义为：极地的，两极的；对立的。
P2	word_837090659e1c	puppy	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	小狗，幼犬 | meaningDetailedZh为空 | “puppy”常见含义为：小狗，幼犬。
P2	word_cf0bfcabc1d0	prohibition	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	禁令，禁止 | meaningDetailedZh为空 | “prohibition”常见含义为：禁令，禁止。
P1	word_de4552fe0d75	coconut	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	椰子 | meaningDetailedZh为空 | “coconut”常见含义为：椰子。
P2	word_047d88042ffb	pend	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,multi_meaning_without_structured_senses,duplicate_template_example	defer	悬挂；等待决定 | meaningDetailedZh为空 | 同骨架出现55次
P2	word_1c3ab5fad73f	angler	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	钓鱼者 | meaningDetailedZh为空 | “angler”常见含义为：钓鱼者。
P2	word_47038c3bb321	void	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	空白，空虚；使无效；无效的 | meaningDetailedZh为空 | “void”常见含义为：空白，空虚；使无效；无效的。
P2	word_74fba796bf57	slump	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	暴跌，骤降；经济萧条 | 同骨架出现19次
P2	word_5a8eb7ae9e7a	hum	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	发出嗡嗡声；忙碌活跃 | meaningDetailedZh为空 | “hum”常见含义为：发出嗡嗡声；忙碌活跃。
P2	word_f2f956cb4270	dating	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	约会，交往
P2	word_76405e061db7	inaudible	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	听不见的 | meaningDetailedZh为空 | “inaudible”常见含义为：听不见的。
P2	word_f186835b8d4b	synthetic	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	合成的 | 同骨架出现4次
P2	word_badc19c43bff	paradise	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	天堂；乐园 | meaningDetailedZh为空 | “paradise”常见含义为：天堂；乐园。
P2	word_dda5b3de3fa0	granite	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	花岗岩 | meaningDetailedZh为空 | “granite”常见含义为：花岗岩。
P2	word_173058473e49	batter	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	猛击；连续打击 | meaningDetailedZh为空 | “batter”常见含义为：猛击；连续打击。
P1	word_2856381ccbbc	syrup	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	糖浆 | meaningDetailedZh为空 | “syrup”常见含义为：糖浆。
P1	word_d83b718da220	buying	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	购买 | meaningDetailedZh为空 | “buying”常见含义为：购买。
P1	word_d1542a0c55a5	mimic	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	模仿 | 同骨架出现4次
P2	word_53ce970c7e46	restrain	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	克制；约束 | meaningDetailedZh为空 | “restrain”常见含义为：克制；约束。
P2	word_67ca84c86d4a	broadway	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	百老汇 | meaningDetailedZh为空 | “broadway”常见含义为：百老汇。
P1	word_e31ba9f6323a	premiere	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	首映 | meaningDetailedZh为空 | “premiere”常见含义为：首映。
P1	word_2fff7a84ccb4	erode	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	侵蚀 | 同骨架出现25次
P2	word_702dda9fa297	pest	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	害虫；讨厌的人 | meaningDetailedZh为空 | “pest”常见含义为：害虫；讨厌的人。
P2	word_c13e021e366e	interim	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	临时的；间歇的 | meaningDetailedZh为空 | “interim”常见含义为：临时的；间歇的。
P1	word_99e83fc4640a	oppression	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	压迫 | 同骨架出现173次
P2	word_88d8d11ada58	hybrid	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	混合体；杂交物
P2	word_c836c02f9d6b	illegally	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	非法地 | meaningDetailedZh为空 | “illegally”常见含义为：非法地。
P2	word_3a5ceaace226	pierce	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	刺穿；穿透 | meaningDetailedZh为空 | “pierce”常见含义为：刺穿；穿透。
P1	word_001e0aaea530	indulge	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	沉溺
P2	word_c629a05c39bb	steroid	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	类固醇 | meaningDetailedZh为空 | “steroid”常见含义为：类固醇。
P2	word_c2ca521bbbf2	flick	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	电影；轻弹 | meaningDetailedZh为空 | “flick”常见含义为：电影；轻弹。
P2	word_06405a195d9e	prairie	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	大草原 | meaningDetailedZh为空 | “prairie”常见含义为：大草原。
